Price,Close,year,month,day,dayofweek,quarter,hour,Close_lag_1week,SMA_7,Close_rolling_std_7,EMA_5,Close_rolling_max_7,Close_rolling_min_7,Price_Change,Gain,Loss,Avg_Gain,Avg_Loss,RS,RSI,EMA_1week,EMA_2week,MACD,Signal,Histogram,Volume_Profit
2023-03-31 19:00:00+00:00,1988.400024,2023,3,31,4,1,19,1970.300049,1928.8723933125,49.408870867012574,1990.2208864027439,2008.5,1817.0,-4.600097999999889,0.0,4.600097999999889,1.3761901875,1.0127974047619044,1.3588010603399252,57.60558120760338,1933.7193409149654,1825.9700009926028,107.74933992236265,108.56549695353873,-0.8161570311760755,-58904.25488999858
2023-03-31 20:00:00+00:00,1987.0,2023,3,31,4,1,20,1967.5,1929.4526017708333,49.0672139266602,1989.1472576018293,2008.5,1817.0,5.200072999999975,5.200072999999975,-0.0,1.391666595238095,1.0127974047619044,1.3740819128236788,57.87845421008988,1933.8634910106464,1826.2781910401243,107.5852999705221,108.3694575569354,-0.7841575864133006,69743.37907599966
2023-04-02 22:00:00+00:00,1979.5,2023,4,2,6,2,22,1956.300049,1930.0593726041668,48.6383146406346,1985.9315050678863,2008.5,1818.400024,8.09997599999997,8.09997599999997,-0.0,1.4157736666666665,1.0127974047619044,1.3978843745156482,58.29657131812324,1934.1017928921772,1826.59820148499,107.50359140718706,108.19628432698575,-0.692692919798688,135650.29807199948
2023-04-02 23:00:00+00:00,1974.0,2023,4,2,6,2,23,1957.0,1930.642185234375,48.21269511645487,1981.9543367119243,2008.5,1820.800049,-3.1999510000000555,0.0,3.1999510000000555,1.4157736666666665,1.022321068452381,1.3848620657010478,58.06885377641148,1934.2994053904947,1826.9732866334473,107.32611875704742,108.02225121299809,-0.6961324559506608,-44924.11208900078
2023-04-03 00:00:00+00:00,1979.199951,2023,4,3,0,2,0,1951.599976,1931.2520809427085,47.777061606304216,1981.036208141283,2008.5,1820.800049,1.6999510000000555,1.6999510000000555,-0.0,1.4208330446428572,1.022321068452381,1.3898109786524846,58.155686414836936,1934.5147970426783,1827.3485190629224,107.16627797975593,107.85105656634965,-0.6847785865937226,13130.421524000429
2023-04-03 01:00:00+00:00,1976.800049,2023,4,3,0,2,1,1947.699951,1931.8364563229163,47.312768533807265,1979.6241550941886,2008.5,1821.5,-3.6999510000000555,0.0,3.6999510000000555,1.4208330446428572,1.0333328273809523,1.3750003938654003,57.8947438247594,1934.6838532788597,1827.710249210917,106.97360406794269,107.67556606666827,-0.7019619987255794,-58718.22237000088
2023-04-03 02:00:00+00:00,1968.800049,2023,4,3,0,2,2,1944.699951,1932.5416647864583,46.836055338971704,1976.0161197294592,2008.5,1821.5,25.5,25.5,-0.0,1.4967259017857142,1.0333328273809523,1.4484451302870742,59.15775331739811,1935.152683997453,1828.1042535242054,107.04843047324766,107.55013894798415,-0.501708474736489,1521789.0
2023-04-03 03:00:00+00:00,1968.300049,2023,4,3,0,2,3,1940.0,1933.2447897864583,46.33976652388869,1973.4440961529729,2008.5,1821.5,1.5999750000000859,1.5999750000000859,-0.0,1.5014877321428575,1.0333328273809523,1.4530533554696732,59.2344782158831,1935.6349010389033,1828.5552667139727,107.07963432493057,107.45603802337345,-0.37640369844288557,43928.91360000236
2023-04-03 04:00:00+00:00,1969.099976,2023,4,3,0,2,4,1943.599976,1933.9046859999999,45.82892404814995,1971.996056101982,2008.5,1828.900024,-2.5,0.0,2.5,1.5014877321428575,1.0407733035714286,1.4426654940038148,59.06111571745,1936.0818255709873,1828.986986490151,107.09483908083644,107.38379823486605,-0.28895915402961236,-11972.5
2023-04-03 05:00:00+00:00,1970.400024,2023,4,3,0,2,5,1943.599976,1934.452603046875,45.38461639529636,1971.4640454013215,2008.5,1829.900024,-5.099975000000086,0.0,5.099975000000086,1.5014877321428575,1.0559518005952384,1.421928284317969,58.710585838770754,1936.4631063216268,1829.502790867064,106.96031545456276,107.2991016788054,-0.3387862242426394,-0.0
2023-04-03 06:00:00+00:00,1971.5,2023,4,3,0,2,6,1944.5,1934.9989573385417,44.99452527861373,1971.4760302675477,2008.5,1829.900024,4.1999510000000555,4.1999510000000555,-0.0,1.5139875863095242,1.0559518005952384,1.4337658077348718,58.91141223112551,1936.889578436164,1829.9799257817997,106.90965265436421,107.22121187391716,-0.3115592195529473,9013.09484600012
