,Unnamed: 0,timestamp,humidity,pm_2_5,temperature,month,dayofweek,weekofyear,day,hour,pm_2_5_lag_12day,PM2.5_MA3_prev_12day,PM2.5_MAX24_prev_12day,PM2.5_MIN24_prev_12day
16,692.0,2022-06-21 13:00:00,46.4769868852459,3.672131147540984,35.31155737704919,6,1,172,21,13,,,,
17,693.0,2022-06-21 14:00:00,45.15925619834712,3.446280991735537,35.68851239669421,6,1,172,21,14,,,,
18,694.0,2022-06-21 15:00:00,44.91471749999997,3.366666666666667,35.44541666666667,6,1,172,21,15,,,,
19,695.0,2022-06-21 16:00:00,45.38914628099171,2.71900826446281,34.99454545454547,6,1,172,21,16,,,,
20,696.0,2022-06-21 17:00:00,45.45758333333335,4.175,34.84391666666667,6,1,172,21,17,,,,
21,697.0,2022-06-21 18:00:00,50.48251749999999,8.733333333333333,33.56091666666666,6,1,172,21,18,,,,
22,698.0,2022-06-21 19:00:00,56.25841487603306,6.12396694214876,32.33752066115703,6,1,172,21,19,,,,
23,699.0,2022-06-21 20:00:00,55.66419298245613,5.508771929824562,32.4461403508772,6,1,172,21,20,,,,
24,700.0,2022-06-21 21:00:00,54.29522000000001,7.366666666666666,32.87366666666666,6,1,172,21,21,,,,
25,701.0,2022-06-21 22:00:00,60.67181666666667,12.46666666666667,30.85599999999999,6,1,172,21,22,,,,
26,702.0,2022-06-21 23:00:00,61.17205425531915,18.08510638297872,30.36255319148936,6,1,172,21,23,,,,
27,703.0,2022-06-22 00:00:00,62.59297916666667,28.7,30.30116666666667,6,2,173,22,0,,,,
28,704.0,2022-06-22 01:00:00,58.03724833333337,37.63333333333333,31.92391666666666,6,2,173,22,1,,,,
29,705.0,2022-06-22 02:00:00,60.38645789473684,30.57894736842105,31.11578947368421,6,2,173,22,2,,,,
30,706.0,2022-06-22 03:00:00,62.87246896551724,23.41379310344828,30.33241379310344,6,2,173,22,3,,,,
31,707.0,2022-06-22 04:00:00,63.70748999999999,15.2,30.034,6,2,173,22,4,,,,
32,708.0,2022-06-22 05:00:00,63.22300851063828,12.84042553191489,30.2373404255319,6,2,173,22,5,,,,
33,709.0,2022-06-22 06:00:00,62.26576583333331,16.88333333333333,30.66725000000001,6,2,173,22,6,,,,
34,710.0,2022-06-22 07:00:00,65.50460833333337,31.48333333333333,29.91416666666667,6,2,173,22,7,,,,
35,711.0,2022-06-22 08:00:00,62.37478250000004,21.40833333333333,30.78224999999999,6,2,173,22,8,,,,
36,712.0,2022-06-22 09:00:00,58.87238666666667,17.08403361344538,31.62583333333335,6,2,173,22,9,,,,
37,713.0,2022-06-22 10:00:00,49.56962542372879,4.593220338983051,33.89694915254238,6,2,173,22,10,,,,
38,714.0,2022-06-22 11:00:00,45.11527666666667,4.216666666666667,34.91849999999999,6,2,173,22,11,,,,
39,715.0,2022-06-22 12:00:00,42.89236974789917,3.638655462184874,35.70722689075627,6,2,173,22,12,,,,
40,716.0,2022-06-22 13:00:00,43.86217024793389,3.090909090909091,35.14801652892563,6,2,173,22,13,,,,
41,717.0,2022-06-22 14:00:00,44.58693,2.191666666666667,34.82183333333333,6,2,173,22,14,,,,
42,718.0,2022-06-22 15:00:00,41.06572231404961,1.809917355371901,35.27809917355371,6,2,173,22,15,,,,
43,719.0,2022-06-22 16:00:00,40.84457627118645,1.898305084745763,35.26101694915254,6,2,173,22,16,,,,
44,720.0,2022-06-22 17:00:00,38.52101379310344,3.586206896551724,36.13275862068965,6,2,173,22,17,,,,
45,721.0,2022-06-22 18:00:00,41.73756,13.3,35.48266666666667,6,2,173,22,18,,,,
46,722.0,2022-06-22 19:00:00,49.41147234042555,10.18279569892473,33.48382978723406,6,2,173,22,19,,,,
47,723.0,2022-06-22 20:00:00,49.91374453781513,14.15966386554622,33.28361344537813,6,2,173,22,20,,,,
48,724.0,2022-06-22 21:00:00,49.96818925619833,9.851239669421489,33.24033057851239,6,2,173,22,21,,,,
49,725.0,2022-06-22 22:00:00,54.38326916666665,11.73333333333333,32.33891666666666,6,2,173,22,22,,,,
50,726.0,2022-06-22 23:00:00,55.34451008403363,9.647058823529411,32.02957983193278,6,2,173,22,23,,,,
51,727.0,2022-06-23 00:00:00,57.66381322314049,8.214876033057852,31.34305785123967,6,3,174,23,0,,,,
52,728.0,2022-06-23 01:00:00,61.01982666666668,10.05833333333333,30.40491666666667,6,3,174,23,1,,,,
53,729.0,2022-06-23 02:00:00,58.92509159663864,12.87394957983193,30.84512605042016,6,3,174,23,2,,,,
54,730.0,2022-06-23 03:00:00,60.31506859504134,8.520661157024794,30.15016528925619,6,3,174,23,3,,,,
55,731.0,2022-06-23 04:00:00,59.95263916666669,5.25,30.27399999999999,6,3,174,23,4,,,,
56,732.0,2022-06-23 05:00:00,61.39724916666664,5.025,29.89249999999999,6,3,174,23,5,,,,
57,733.0,2022-06-23 06:00:00,62.73969999999998,10.76666666666667,29.68708333333334,6,3,174,23,6,,,,
58,734.0,2022-06-23 07:00:00,63.24120877192983,19.29824561403509,29.65491228070175,6,3,174,23,7,,,,
59,735.0,2022-06-23 08:00:00,64.15973333333334,38.6,29.71133333333334,6,3,174,23,8,,,,
60,736.0,2022-06-23 09:00:00,64.06723555555554,30.75555555555556,30.01133333333333,6,3,174,23,9,,,,
61,737.0,2022-06-23 10:00:00,57.96613999999999,6.4,31.72058333333334,6,3,174,23,10,,,,
62,738.0,2022-06-23 11:00:00,47.98861583333335,3.266666666666667,34.46483333333335,6,3,174,23,11,,,,
63,739.0,2022-06-23 12:00:00,43.98367851239669,2.479338842975207,35.37,6,3,174,23,12,,,,
64,740.0,2022-06-23 13:00:00,45.68745206611572,2.322314049586777,34.67280991735537,6,3,174,23,13,,,,
65,741.0,2022-06-23 14:00:00,55.78182436974786,2.949579831932773,31.00243697478992,6,3,174,23,14,,,,
66,742.0,2022-06-23 15:00:00,55.53019426229508,5.155737704918033,31.65073770491803,6,3,174,23,15,,,,
67,743.0,2022-06-23 16:00:00,58.84434957983193,4.80672268907563,31.29756302521011,6,3,174,23,16,,,,
68,744.0,2022-06-23 17:00:00,60.70892213114753,10.86885245901639,31.08122950819674,6,3,174,23,17,,,,
69,745.0,2022-06-23 18:00:00,64.73273949579831,26.26890756302521,30.33705882352942,6,3,174,23,18,,,,
70,746.0,2022-06-23 19:00:00,66.77114416666664,30.38333333333333,29.79308333333334,6,3,174,23,19,,,,
71,747.0,2022-06-23 20:00:00,67.76946694214878,29.1404958677686,29.2003305785124,6,3,174,23,20,,,,
72,748.0,2022-06-23 21:00:00,64.7743,32.41176470588236,29.71050420168068,6,3,174,23,21,,,,
73,749.0,2022-06-23 22:00:00,64.45781779661017,22.63559322033898,29.67745762711865,6,3,174,23,22,,,,
74,750.0,2022-06-23 23:00:00,64.29550325203252,18.12195121951219,29.8119512195122,6,3,174,23,23,,,,
75,751.0,2022-06-24 00:00:00,64.56884583333333,15.025,29.34075000000001,6,4,175,24,0,,,,
76,752.0,2022-06-24 01:00:00,65.42020666666669,12.75,29.05208333333333,6,4,175,24,1,,,,
77,753.0,2022-06-24 02:00:00,66.1965975,23.88333333333333,28.99375,6,4,175,24,2,,,,
78,754.0,2022-06-24 03:00:00,63.79089000000004,23.26666666666667,29.77049999999998,6,4,175,24,3,,,,
79,755.0,2022-06-24 04:00:00,58.66039833333332,1.4,29.59266666666667,6,4,175,24,4,,,,
80,756.0,2022-06-24 05:00:00,63.09999499999997,2.658333333333333,28.24191666666666,6,4,175,24,5,,,,
81,757.0,2022-06-24 06:00:00,66.15580666666668,1.075,27.55541666666666,6,4,175,24,6,,,,
82,758.0,2022-06-24 07:00:00,66.82395371900827,8.008264462809917,27.40247933884297,6,4,175,24,7,,,,
83,759.0,2022-06-24 08:00:00,65.05123362068967,17.55172413793104,27.80681034482759,6,4,175,24,8,,,,
84,760.0,2022-06-24 09:00:00,63.62238500000002,23.50833333333333,28.32900000000001,6,4,175,24,9,,,,
